indx,journal_name,issn,citation_count_sum,paper_count_sum,avg_cites_per_paper,proj_ai,proj_ai_year
1432,hec forum,1572-8498,167,101,1.653465347,0.35,2015
1433,heilberufescience,2190-2100,9,63,0.142857143,0.016,2015
1434,helgoland marine research,1438-3888,370,238,1.554621849,0.324,2015
1435,hemijska industrija,0367-598X,210,278,0.755395683,0.131,2015
1436,hepatitis monthly,1735-3408,1034,609,1.697865353,0.362,2015
1437,hepatitis research and treatment,2090-1372,100,71,1.408450704,0.286,2015
1438,hepatology international,1936-0541,676,335,2.017910448,0.449,2015
1439,hereditary cancer in clinical practice,1731-2302,177,127,1.393700787,0.282,2015
1440,hereditary cancer in clinical practice,1897-4287,177,127,1.393700787,0.282,2015
1441,hereditas,0018-0661,631,1420,0.444366197,0.067,2015
1442,hereditas,1601-5223,631,1420,0.444366197,0.067,2015
1443,hernia,1248-9204,1329,611,2.17512275,0.494,2015
1444,herpesviridae,2042-4280,99,27,3.666666667,0.952,2015
1445,herpetological conservation and biology,1931-7603,77,72,1.069444444,0.202,2015
1446,herz,1615-6692,502,554,0.906137184,0.164,2015
1447,hidrobiologica,0188-8897,71,107,0.663551402,0.111,2015
1448,higher education,1573-174X,1816,481,3.775467775,0.988,2015
1449,himalayan geology,0971-8966,7,6,1.166666667,0.226,2015
1450,hiroshima mathematical journal,0018-2079,31,53,0.58490566,0.095,2015
1451,hispania sacra,1988-4265,13,38,0.342105263,0.048,2015
1452,histochemistry and cell biology,1432-119X,1515,593,2.554806071,0.604,2015
1453,historia critica,0121-1617,26,52,0.5,0.078,2015
1454,history and philosophy of the life sciences,1742-6316,82,73,1.123287671,0.215,2015
1455,hmong studies journal,1091-1774,19,21,0.904761905,0.164,2015
1456,hno,1433-0458,607,765,0.793464052,0.139,2015
1457,homeopathy,1475-4916,316,172,1.837209302,0.399,2015
1458,homo oeconomicus,2366-6161,3,11,0.272727273,0.036,2015
1459,hong kong journal of occupational therapy,1569-1861,51,47,1.085106383,0.206,2015
1460,hormones and cancer,1868-8500,519,147,3.530612245,0.908,2015
1461,horticultura brasileira,0102-0536,440,417,1.055155875,0.199,2015
1462,horticultura brasileira,1806-9991,440,417,1.055155875,0.199,2015
1463,horticultural science,0862-867X,87,101,0.861386139,0.154,2015
1464,horticultural science,1805-9333,87,101,0.861386139,0.154,2015
1465,hpb,1365-182X,2205,619,3.562197092,0.918,2015
1466,hpb surgery,1607-8462,162,86,1.88372093,0.412,2015
1467,human cell,1749-0774,161,99,1.626262626,0.342,2015
1468,human ecology,1572-9915,744,335,2.220895522,0.507,2015
1469,human genetics,1432-1203,3269,700,4.67,1.291,2015
1470,human genomics and proteomics,1757-4242,16,7,2.285714286,0.526,2015
1471,human movement,1899-1955,127,143,0.888111888,0.16,2015
1472,human nature,1936-4776,459,124,3.701612903,0.964,2015
1473,human resources for health,1478-4491,1035,257,4.027237354,1.072,2015
1474,human rights review,1874-6306,80,95,0.842105263,0.15,2015
1475,human studies,1572-851X,118,105,1.123809524,0.215,2015
1476,humanitas,2183-1718,8,22,0.363636364,0.052,2015
1477,husserl studies,1572-8501,18,30,0.6,0.098,2015
1478,hydrobiologia,1573-5117,4772,1899,2.512901527,0.592,2015
1479,hydrogeology journal,1435-0157,1660,622,2.668810289,0.639,2015
1480,hydrology and earth system sciences,1027-5606,6616,1470,4.500680272,1.232,2015
1481,hydrology and earth system sciences,1607-7938,6616,1470,4.500680272,1.232,2015
1482,hydrology and earth system sciences discussions,1812-2116,459,437,1.050343249,0.198,2015
1483,hydrometallurgy,0304-386X,3014,1027,2.934761441,0.72,2015
1484,hyperfine interactions,1572-9540,388,622,0.623794212,0.103,2015
1485,iberica,1139-7241,99,76,1.302631579,0.259,2015
1486,iberica,1886-7995,99,76,1.302631579,0.259,2015
1487,icarus,0019-1035,7726,2053,3.763273259,0.984,2015
1488,ichthyological research,1616-3915,209,236,0.88559322,0.159,2015
1489,ieee access,2169-3536,1045,169,6.183431953,1.838,2015
1490,ieee journal of the electron devices society,2168-6734,145,46,3.152173913,0.787,2015
1491,ieee photonics journal,1943-0655,2661,1022,2.6037182,0.619,2015
1492,ieice electronics express,1349-2543,624,901,0.692563818,0.117,2015
1493,iete journal of research,0377-2063,170,204,0.833333333,0.148,2015
1494,iete technical review,0974-5971,472,250,1.888,0.413,2015
1495,iheringia serie botanica,0073-4705,44,58,0.75862069,0.131,2015
1496,iheringia serie zoologia,0073-4721,172,192,0.895833333,0.162,2015
1497,image analysis & stereology,1580-3139,274,286,0.958041958,0.176,2015
1498,immunity,1074-7613,19029,1042,18.26199616,7.177,2015
1499,immunity & ageing,1742-4933,420,127,3.307086614,0.836,2015
1500,immunobiology,0171-2985,2151,722,2.979224377,0.733,2015
1501,immunogenetics,1432-1211,971,372,2.610215054,0.621,2015
1502,immunologic research,1559-0755,1590,437,3.638443936,0.943,2015
1503,immunome research,1745-7580,124,62,2,0.444,2015
1504,implementation science,1748-5908,4488,681,6.59030837,1.991,2015
1506,indian journal of anaesthesia,0976-2817,531,540,0.983333333,0.182,2015
1507,indian journal of biochemistry & biophysics,0975-0959,422,266,1.586466165,0.332,2015
1508,indian journal of biotechnology,0972-5849,79,63,1.253968254,0.247,2015
1509,indian journal of cancer,0019-509X,511,458,1.115720524,0.213,2015
1510,indian journal of cancer,1998-4774,511,458,1.115720524,0.213,2015
1511,indian journal of chemical technology,0975-0991,65,63,1.031746032,0.193,2015
1512,indian journal of community medicine,1998-3581,493,343,1.437317784,0.293,2015
1513,indian journal of critical care medicine,1998-359X,363,318,1.141509434,0.219,2015
1514,indian journal of dental research,1998-3603,855,729,1.172839506,0.227,2015
1515,indian journal of dermatology,0019-5154,735,781,0.941101152,0.172,2015
1516,indian journal of dermatology,1998-3611,735,781,0.941101152,0.172,2015
1517,indian journal of engineering and materials sciences,0975-1017,4,7,0.571428571,0.092,2015
1518,indian journal of experimental biology,0975-1009,1054,593,1.777403035,0.383,2015
1519,indian journal of human genetics,1998-362X,209,226,0.924778761,0.168,2015
1520,indian journal of marine sciences,0975-1033,38,38,1,0.186,2015
1521,indian journal of medical and paediatric oncology,0975-2129,202,220,0.918181818,0.167,2015
1522,indian journal of medical microbiology,0255-0857,622,475,1.309473684,0.261,2015
1523,indian journal of medical microbiology,1998-3646,622,475,1.309473684,0.261,2015
1524,indian journal of medical research,0971-5916,2710,1220,2.221311475,0.507,2015
1525,indian journal of occupational and environmental medicine,1998-3670,104,113,0.920353982,0.167,2015
1526,indian journal of ophthalmology,0301-4738,967,767,1.260756193,0.249,2015
1527,indian journal of ophthalmology,1998-3689,967,767,1.260756193,0.249,2015
1528,indian journal of orthopaedics,0019-5413,554,462,1.199134199,0.233,2015
1529,indian journal of orthopaedics,1998-3727,554,462,1.199134199,0.233,2015
1530,indian journal of otolaryngology and head & neck surgery,0973-7707,432,522,0.827586207,0.146,2015
1531,indian journal of palliative care,1998-3735,215,200,1.075,0.203,2015
1532,indian journal of pharmaceutical sciences,0250-474X,734,522,1.406130268,0.285,2015
1533,indian journal of pharmacology,0253-7613,1027,675,1.521481481,0.315,2015
1534,indian journal of pharmacology,1998-3751,1027,675,1.521481481,0.315,2015
1535,indian journal of plastic surgery,1998-376X,321,319,1.006269592,0.187,2015
1536,indian journal of psychological medicine,0975-1564,371,284,1.306338028,0.26,2015
1537,indian journal of pure & applied physics,0975-1041,154,121,1.272727273,0.252,2015
1538,indian journal of radiology and imaging,1998-3808,285,264,1.079545455,0.205,2015
1539,indian journal of urology,1998-3824,413,416,0.992788462,0.184,2015
1540,indian pediatrics,0974-7559,1131,927,1.220064725,0.239,2015
1541,industrial health,1880-8026,637,368,1.730978261,0.37,2015
1542,industrial psychiatry journal,0976-2795,128,126,1.015873016,0.189,2015
1543,infection,1439-0973,1430,627,2.280701754,0.524,2015
1544,infectious agents and cancer,1750-9378,480,245,1.959183673,0.433,2015
1545,infectious disease reports,2036-7449,116,83,1.397590361,0.283,2015
1546,inflammation,1573-2576,1992,759,2.624505929,0.625,2015
1547,inflammation and regeneration,1880-8190,51,103,0.495145631,0.077,2015
1548,inflammation research,1420-908X,1524,633,2.407582938,0.561,2015
1549,inflammopharmacology,1568-5608,530,170,3.117647059,0.777,2015
1550,influenza and other respiratory viruses,1097-0355,1272,524,2.427480916,0.567,2015
1551,influenza and other respiratory viruses,1750-2640,1272,524,2.427480916,0.567,2015
1552,influenza and other respiratory viruses,1750-2659,1272,524,2.427480916,0.567,2015
1553,influenza research and treatment,2090-1399,54,35,1.542857143,0.321,2015
1554,informal logic,0824-2577,125,79,1.582278481,0.331,2015
1555,information systems frontiers,1572-9419,914,282,3.241134752,0.815,2015
1556,information technologies and international development,1544-7537,222,95,2.336842105,0.54,2015
1557,information technology & tourism,1943-4294,116,55,2.109090909,0.475,2015
1558,information technology and libraries,0730-9295,198,94,2.106382979,0.474,2015
1560,information technology journal,1812-5638,478,1007,0.474677259,0.073,2015
1561,information technology journal,1812-5646,478,1007,0.474677259,0.073,2015
1562,informes de la construccion,0020-0883,116,166,0.698795181,0.118,2015
1563,informes de la construccion,1988-3234,116,166,0.698795181,0.118,2015
1564,informs transactions on education,1532-0545,58,58,1,0.186,2015
1565,innovations in systems and software engineering,1614-5054,178,168,1.05952381,0.2,2015
1566,innovative higher education,1573-1758,296,140,2.114285714,0.476,2015
1567,insectes sociaux,1420-9098,467,294,1.588435374,0.332,2015
1568,insights into imaging,1869-4101,778,278,2.798561151,0.678,2015
1569,instructional science,1573-1952,952,237,4.016877637,1.068,2015
1570,intangible capital,1697-9818,91,111,0.81981982,0.145,2015
1571,integral equations and operator theory,1420-8989,429,358,1.198324022,0.233,2015
1572,integrative cancer therapies,1534-7354,565,219,2.579908676,0.612,2015
1573,integrative cancer therapies,1552-695X,565,219,2.579908676,0.612,2015
1574,integrative psychological and behavioral science,1936-3567,207,148,1.398648649,0.283,2015
1575,intelligence,0160-2896,1510,383,3.942558747,1.043,2015
1576,intelligent service robotics,1861-2784,183,100,1.83,0.397,2015
1577,intensive care medicine,1432-1238,7876,1629,4.834868017,1.349,2015
1578,interchange,1573-1790,45,65,0.692307692,0.117,2015
1579,interdisciplinary description of complex systems,1334-4676,23,41,0.56097561,0.09,2015
1580,interdisciplinary perspectives on infectious diseases,1687-7098,326,121,2.694214876,0.646,2015
1581,interdisciplinary toxicology,1337-6853,296,137,2.160583942,0.49,2015
1582,interdisciplinary toxicology,1337-9569,296,137,2.160583942,0.49,2015
1583,intereconomics,1613-964X,121,135,0.896296296,0.162,2015
1584,intermetallics,0966-9795,3663,1448,2.529696133,0.597,2015
1585,internal and emergency medicine,1970-9366,1004,567,1.770723104,0.381,2015
1586,internal medicine,1349-7235,3057,2526,1.210213777,0.236,2015
1587,internasjonal politikk,1891-1757,4,12,0.333333333,0.047,2015
1588,international advances in economic research,1573-966X,117,152,0.769736842,0.134,2015
1589,international agrophysics,0236-8722,398,274,1.452554745,0.297,2015
1590,international agrophysics,2300-8725,398,274,1.452554745,0.297,2015
1591,international archives of medicine,1755-7682,386,186,2.075268817,0.465,2015
1592,international archives of occupational and environmental health,1432-1246,1225,474,2.584388186,0.613,2015
1593,international braz j urol,1677-5538,653,466,1.401287554,0.284,2015
1594,international breastfeeding journal,1746-4358,351,102,3.441176471,0.879,2015
1595,international economics and economic policy,1612-4812,165,115,1.434782609,0.293,2015
1596,international entrepreneurship and management journal,1555-1938,504,171,2.947368421,0.724,2015
1597,international journal for educational and vocational guidance,1573-1782,79,68,1.161764706,0.224,2015
1598,international journal for equity in health,1475-9276,1420,396,3.585858586,0.926,2015
1599,international journal for ion mobility spectrometry,1865-4584,220,111,1.981981982,0.439,2015
1600,international journal for philosophy of religion,1572-8684,34,84,0.404761905,0.06,2015
1601,international journal for simulation and multidisciplinary design optimization,1779-6288,13,22,0.590909091,0.096,2015
1602,international journal for the advancement of counselling,1573-3246,144,121,1.190082645,0.231,2015
1603,international journal of advanced networking and applications,8619-2016,4,2,2,0.444,2015
1604,international journal of advanced robotic systems,1729-8806,1307,852,1.534037559,0.318,2015
1605,international journal of advanced robotic systems,1729-8814,1307,852,1.534037559,0.318,2015
1606,international journal of advancements in computing technology,2005-8039,396,1216,0.325657895,0.045,2015
1607,international journal of advancements in computing technology,2233-9337,396,1216,0.325657895,0.045,2015
1608,international journal of aerospace engineering,1687-5966,102,88,1.159090909,0.224,2015
1609,international journal of aerospace engineering,1687-5974,102,88,1.159090909,0.224,2015
1610,international journal of ageing and later life,1652-8670,69,38,1.815789474,0.393,2015
1611,international journal of agriculture and biology,1814-9596,930,805,1.155279503,0.223,2015
1612,international journal of agronomy,1687-8167,152,146,1.04109589,0.195,2015
1613,international journal of analytical chemistry,1687-8760,206,91,2.263736264,0.519,2015
1614,international journal of analytical chemistry,1687-8779,206,91,2.263736264,0.519,2015
1615,international journal of antennas and propagation,1687-5869,1047,769,1.361508453,0.274,2015
1616,international journal of antennas and propagation,1687-5877,1047,769,1.361508453,0.274,2015
1617,international journal of applied mathematics and computer science,2083-8492,660,316,2.088607595,0.469,2015
1618,international journal of applied research in veterinary medicine,1559-470X,29,33,0.878787879,0.158,2015
1619,international journal of artificial intelligence in education,1560-4306,,,,,2015
1620,international journal of behavioral medicine,1532-7558,969,333,2.90990991,0.712,2015
1621,international journal of behavioral nutrition and physical activity,1479-5868,5338,684,7.804093567,2.463,2015
1622,international journal of biological sciences,1449-2288,2572,551,4.667876588,1.29,2015
1623,international journal of biomaterials,1687-8795,264,103,2.563106796,0.607,2015
1624,international journal of biomedical imaging,1687-4196,460,193,2.383419689,0.554,2015
1625,international journal of biometeorology,1432-1254,1635,532,3.073308271,0.763,2015
1626,international journal of botany,1811-9700,128,130,0.984615385,0.182,2015
1627,international journal of botany,1811-9719,128,130,0.984615385,0.182,2015
1628,international journal of carbohydrate chemistry,1687-935X,113,44,2.568181818,0.608,2015
1629,international journal of cell biology,1687-8884,1303,232,5.61637931,1.628,2015
1630,international journal of chronic obstructive pulmonary disease,1178-2005,1452,402,3.611940299,0.934,2015
1631,international journal of circumpolar health,1239-9736,544,356,1.528089888,0.317,2015
1633,international journal of circumpolar health,2242-3982,544,356,1.528089888,0.317,2015
1634,international journal of civil engineering,2383-3874,145,178,0.814606742,0.144,2015
1635,international journal of clinical and health psychology,1697-2600,385,153,2.516339869,0.593,2015
1636,international journal of clinical and health psychology,2174-0852,385,153,2.516339869,0.593,2015
1637,international journal of clinical oncology,1437-7772,1231,614,2.004885993,0.446,2015
1638,international journal of clinical pharmacy,2210-7711,977,527,1.853889943,0.404,2015
1639,international journal of colorectal disease,1432-1262,2618,1079,2.426320667,0.567,2015
1640,international journal of combinatorics,1687-9171,41,41,1,0.186,2015
1641,international journal of computer applications,0975-8887,8360,8604,0.971641097,0.179,2015
1642,international journal of computer applications,3994-5656,8360,8604,0.971641097,0.179,2015
1643,international journal of computer applications,4092-5420,8360,8604,0.971641097,0.179,2015
1644,international journal of computer applications,4398-6106,8360,8604,0.971641097,0.179,2015
1645,international journal of computer applications,4570-6535,8360,8604,0.971641097,0.179,2015
1646,international journal of computer applications,6776-9071,8360,8604,0.971641097,0.179,2015
